code,probability,prob_human_validation,final_ground_truth
"Creates the access policy, assigns access rights, and sends a welcome message.",0.0,,
"Retrieves the support ticket, resolves related records, and emails a status digest.
Maintains deterministic behavior across repeated runs.",0.0,,
"Encrypts the fraud signal, stores it, and creates an audit event.
Retains the expected data shape.",0.0,,
"Encrypts the booking request, stores it, and creates an audit event.",0.0,,
"Parses the fraud signal, calculates a derived value, and updates the ledger.
Follows the configured processing rules.",0.0,,
"Creates the webhook payload, assigns access rights, and sends a welcome message.
Retains the expected data shape.",0.0,,
"Reads the purchase order, purges stale entries, and rebuilds the cache.",0.0,,
"Schedules the work queue, reserves capacity, and creates a confirmation message.",0.0,,
"Schedules the deployment manifest, reserves capacity, and creates a confirmation message.",0.0,,
"Closes the localization catalog, archives related files, and emits a completion metric.
Maintains deterministic behavior across repeated runs.",0.0,,
"Closes the scheduled report, archives related files, and emits a completion metric.",0.0,,
"Receives the fraud signal, verifies its signature, and dispatches a follow-up task.",0.0,,
"Encrypts the purchase order, stores it, and creates an audit event.
Maintains deterministic behavior across repeated runs.",0.0,,
"Validates the access policy, publishes it, and alerts the operations channel.",0.0,,
"Imports the geofence rule, repairs malformed fields, and writes a rejection report.",0.0,,
"Calculates a score for the access policy, ranks it, and notifies reviewers.",0.0,,
"Receives the product catalog, verifies its signature, and dispatches a follow-up task.",0.0,,
"Fetches the scheduled report, converts it to a transport-ready message, and persists the result.",0.0,,
"Downloads the geofence rule, compresses it, and uploads an archive.",0.0,,
"Creates the data migration, assigns access rights, and sends a welcome message.",0.0,,
"Validates the product catalog, publishes it, and alerts the operations channel.",0.0,,
"Retrieves the API schema, resolves related records, and emails a status digest.",0.0,,
"Generates the fraud signal, renders a preview, and posts it to the activity stream.",0.0,,
"Schedules the booking request, reserves capacity, and creates a confirmation message.
Maintains deterministic behavior across repeated runs.",0.0,,
"Parses the device certificate, calculates a derived value, and updates the ledger.",0.0,,
"Encrypts the support ticket, stores it, and creates an audit event.",0.0,,
"Receives the device certificate, verifies its signature, and dispatches a follow-up task.
Follows the configured processing rules.",0.0,,
"Calculates a score for the fraud signal, ranks it, and notifies reviewers.
Follows the configured processing rules.",0.0,,
"Retrieves the booking request, resolves related records, and emails a status digest.",0.0,,
"Validates the device certificate, publishes it, and alerts the operations channel.",0.0,,
"Imports the media thumbnail, repairs malformed fields, and writes a rejection report.
Uses the standard domain vocabulary.
Existing domain invariants remain intact.",0.0,,
"Imports the password reset request, repairs malformed fields, and writes a rejection report.",0.0,,
"Generates the localization catalog, renders a preview, and posts it to the activity stream.",0.0,,
"Schedules the password reset request, reserves capacity, and creates a confirmation message.",0.0,,
"Receives the webhook payload, verifies its signature, and dispatches a follow-up task.
Uses the standard domain vocabulary.
Its output remains stable across retries.",0.0,,
"Imports the localization catalog, repairs malformed fields, and writes a rejection report.",0.0,,
"Receives the localization catalog, verifies its signature, and dispatches a follow-up task.",0.0,,
"Loads the data migration, applies a migration, and records the new version.
Follows the configured processing rules.",0.0,,
"Downloads the product catalog, compresses it, and uploads an archive.",0.0,,
"Receives the media thumbnail, verifies its signature, and dispatches a follow-up task.
Follows the configured processing rules.",0.0,,
"Creates the password reset request, assigns access rights, and sends a welcome message.
Retains the expected data shape.",0.0,,
"Generates the media thumbnail, renders a preview, and posts it to the activity stream.
Maintains deterministic behavior across repeated runs.",0.0,,
"Imports the purchase order, repairs malformed fields, and writes a rejection report.",0.0,,
"Fetches the audit trail, converts it to a user-facing summary, and persists the result.
Uses the standard domain vocabulary.
The behavior remains predictable for an unchanged state.",0.0,,
"Retrieves the telemetry batch, resolves related records, and emails a status digest.",0.0,,
"Calculates a score for the rate-limit window, ranks it, and notifies reviewers.
Follows the configured processing rules.",0.0,,
"Generates the consent record, renders a preview, and posts it to the activity stream.",0.0,,
"Loads the deployment manifest, applies a migration, and records the new version.",0.0,,
"Fetches the webhook payload, converts it to an encrypted bundle, and persists the result.",0.0,,
"Fetches the support ticket, converts it to a transport-ready message, and persists the result.",0.0,,
"Validates the calendar event, publishes it, and alerts the operations channel.
Maintains deterministic behavior across repeated runs.",0.0,,
"Creates the dependency graph, assigns access rights, and sends a welcome message.
Maintains deterministic behavior across repeated runs.",0.0,,
"Fetches the consent record, converts it to a user-facing summary, and persists the result.",0.0,,
"Validates the purchase order, publishes it, and alerts the operations channel.
Maintains deterministic behavior across repeated runs.",0.0,,
"Receives the email digest, verifies its signature, and dispatches a follow-up task.
Follows the configured processing rules.",0.0,,
"Receives the geofence rule, verifies its signature, and dispatches a follow-up task.",0.0,,
"Encrypts the webhook payload, stores it, and creates an audit event.",0.0,,
"Calculates a score for the work queue, ranks it, and notifies reviewers.
Follows the configured processing rules.",0.0,,
"Calculates a score for the support ticket, ranks it, and notifies reviewers.",0.0,,
"Creates the booking request, assigns access rights, and sends a welcome message.",0.0,,
"Encrypts the product catalog, stores it, and creates an audit event.",0.0,,
"Fetches the media thumbnail, converts it to a transport-ready message, and persists the result.",0.0,,
"Retrieves the dependency graph, resolves related records, and emails a status digest.",0.0,,
"Validates the localization catalog, publishes it, and alerts the operations channel.
Retains the expected data shape.",0.0,,
"Reads the calendar event, purges stale entries, and rebuilds the cache.",0.0,,
"Builds the fraud signal, deploys it, and announces the release.
Uses the standard domain vocabulary.
Existing domain invariants remain intact.",0.0,,
"Builds the purchase order, deploys it, and announces the release.",0.0,,
"Fetches the access policy, converts it to a user-facing summary, and persists the result.
Uses the standard domain vocabulary.
Its output remains stable across retries.",0.0,,
"Downloads the fraud signal, compresses it, and uploads an archive.
Uses the standard domain vocabulary.
The behavior remains predictable for an unchanged state.",0.0,,
"Validates the geofence rule, publishes it, and alerts the operations channel.
Maintains deterministic behavior across repeated runs.",0.0,,
"Imports the fraud signal, repairs malformed fields, and writes a rejection report.",0.0,,
"Closes the product catalog, archives related files, and emits a completion metric.",0.0,,
"Receives the work queue, verifies its signature, and dispatches a follow-up task.",0.0,,
"Receives the telemetry batch, verifies its signature, and dispatches a follow-up task.",0.0,,
"Downloads the scheduled report, compresses it, and uploads an archive.",0.0,,
"Fetches the work queue, converts it to a user-facing summary, and persists the result.",0.0,,
"Schedules the product catalog, reserves capacity, and creates a confirmation message.
Maintains deterministic behavior across repeated runs.",0.0,,
"Encrypts the localization catalog, stores it, and creates an audit event.
Retains the expected data shape.",0.0,,
"Imports the work queue, repairs malformed fields, and writes a rejection report.",0.0,,
"Generates the calendar event, renders a preview, and posts it to the activity stream.",0.0,,
"Encrypts the email digest, stores it, and creates an audit event.",0.0,,
"Downloads the API schema, compresses it, and uploads an archive.",0.0,,
"Fetches the purchase order, converts it to a user-facing summary, and persists the result.
Follows the configured processing rules.",0.0,,
"Reads the password reset request, purges stale entries, and rebuilds the cache.
Maintains deterministic behavior across repeated runs.",0.0,,
"Schedules the media thumbnail, reserves capacity, and creates a confirmation message.",0.0,,
"Builds the data migration, deploys it, and announces the release.",0.0,,
"Parses the audit trail, calculates a derived value, and updates the ledger.",0.0,,
"Loads the device certificate, applies a migration, and records the new version.",0.0,,
"Imports the telemetry batch, repairs malformed fields, and writes a rejection report.
Follows the configured processing rules.",0.0,,
"Fetches the calendar event, converts it to a transport-ready message, and persists the result.
Follows the configured processing rules.",0.0,,
"Schedules the audit trail, reserves capacity, and creates a confirmation message.
Maintains deterministic behavior across repeated runs.",0.0,,
"Retrieves the device certificate, resolves related records, and emails a status digest.
Retains the expected data shape.",0.0,,
"Generates the telemetry batch, renders a preview, and posts it to the activity stream.
Retains the expected data shape.",0.0,,
"Downloads the work queue, compresses it, and uploads an archive.
Uses the standard domain vocabulary.
Its output remains stable across retries.",0.0,,
"Receives the access policy, verifies its signature, and dispatches a follow-up task.",0.0,,
"Schedules the inventory reservation, reserves capacity, and creates a confirmation message.",0.0,,
"Validates the data migration, publishes it, and alerts the operations channel.
Maintains deterministic behavior across repeated runs.",0.0,,
"Schedules the rate-limit window, reserves capacity, and creates a confirmation message.",0.0,,
"Schedules the API schema, reserves capacity, and creates a confirmation message.
Retains the expected data shape.",0.0,,
"Parses the booking request, calculates a derived value, and updates the ledger.",0.0,,
"Retrieves the access policy, resolves related records, and emails a status digest.",0.0,,
"Receives the deployment manifest, verifies its signature, and dispatches a follow-up task.
Follows the configured processing rules.",0.0,,
"Calculates a score for the password reset request, ranks it, and notifies reviewers.",0.0,,
"Downloads the consent record, compresses it, and uploads an archive.
Follows the configured processing rules.",0.0,,
"Loads the inventory reservation, applies a migration, and records the new version.",0.0,,
"Parses the email digest, calculates a derived value, and updates the ledger.",0.0,,
"Imports the access policy, repairs malformed fields, and writes a rejection report.
Follows the configured processing rules.",0.0,,
"Receives the inventory reservation, verifies its signature, and dispatches a follow-up task.
Uses the standard domain vocabulary.
The behavior remains predictable for an unchanged state.",0.0,,
"Calculates a score for the localization catalog, ranks it, and notifies reviewers.
Follows the configured processing rules.",0.0,,
"Calculates a score for the scheduled report, ranks it, and notifies reviewers.",0.0,,
"Reads the scheduled report, purges stale entries, and rebuilds the cache.
Retains the expected data shape.",0.0,,
"Retrieves the fraud signal, resolves related records, and emails a status digest.",0.0,,
"Creates the API schema, assigns access rights, and sends a welcome message.",0.0,,
"Generates the deployment manifest, renders a preview, and posts it to the activity stream.
Maintains deterministic behavior across repeated runs.",0.0,,
"Creates the device certificate, assigns access rights, and sends a welcome message.",0.0,,
"Downloads the dependency graph, compresses it, and uploads an archive.
Uses the standard domain vocabulary.
Existing domain invariants remain intact.",0.0,,
"Reads the API schema, purges stale entries, and rebuilds the cache.",0.0,,
"Schedules the access policy, reserves capacity, and creates a confirmation message.
Maintains deterministic behavior across repeated runs.",0.0,,
"Validates the fraud signal, publishes it, and alerts the operations channel.
Retains the expected data shape.",0.0,,
"Downloads the device certificate, compresses it, and uploads an archive.",0.0,,
"Creates the calendar event, assigns access rights, and sends a welcome message.",0.0,,
"Downloads the email digest, compresses it, and uploads an archive.",0.0,,
"Calculates a score for the geofence rule, ranks it, and notifies reviewers.
Uses the standard domain vocabulary.
The behavior remains predictable for an unchanged state.",0.0,,
"Retrieves the rate-limit window, resolves related records, and emails a status digest.",0.0,,
"Builds the consent record, deploys it, and announces the release.
Follows the configured processing rules.",0.0,,
"Fetches the dependency graph, converts it to a transport-ready message, and persists the result.",0.0,,
"Calculates a score for the device certificate, ranks it, and notifies reviewers.",0.0,,
"Builds the access policy, deploys it, and announces the release.",0.0,,
"Calculates a score for the purchase order, ranks it, and notifies reviewers.
Uses the standard domain vocabulary.
Its output remains stable across retries.",0.0,,
"Generates the device certificate, renders a preview, and posts it to the activity stream.
Maintains deterministic behavior across repeated runs.",0.0,,
"Loads the localization catalog, applies a migration, and records the new version.",0.0,,
"Fetches the fraud signal, converts it to an encrypted bundle, and persists the result.",0.0,,
"Generates the geofence rule, renders a preview, and posts it to the activity stream.",0.0,,
"Schedules the fraud signal, reserves capacity, and creates a confirmation message.",0.0,,
"Validates the inventory reservation, publishes it, and alerts the operations channel.",0.0,,
"Retrieves the data migration, resolves related records, and emails a status digest.",0.0,,
"Builds the scheduled report, deploys it, and announces the release.",0.0,,
"Generates the product catalog, renders a preview, and posts it to the activity stream.
Retains the expected data shape.",0.0,,
"Closes the access policy, archives related files, and emits a completion metric.",0.0,,
"Calculates a score for the consent record, ranks it, and notifies reviewers.",0.0,,
"Loads the API schema, applies a migration, and records the new version.
Follows the configured processing rules.",0.0,,
"Retrieves the deployment manifest, resolves related records, and emails a status digest.
Retains the expected data shape.",0.0,,
"Validates the dependency graph, publishes it, and alerts the operations channel.
Retains the expected data shape.",0.0,,
"Schedules the support ticket, reserves capacity, and creates a confirmation message.",0.0,,
"Downloads the inventory reservation, compresses it, and uploads an archive.
Follows the configured processing rules.",0.0,,
"Schedules the scheduled report, reserves capacity, and creates a confirmation message.",0.0,,
"Reads the product catalog, purges stale entries, and rebuilds the cache.",0.0,,
"Reads the email digest, purges stale entries, and rebuilds the cache.
Retains the expected data shape.",0.0,,
"Fetches the geofence rule, converts it to an encrypted bundle, and persists the result.
Follows the configured processing rules.",0.0,,
"Creates the email digest, assigns access rights, and sends a welcome message.",0.0,,
"Encrypts the password reset request, stores it, and creates an audit event.",0.0,,
"Fetches the API schema, converts it to a canonical representation, and persists the result.
Follows the configured processing rules.",0.0,,
"Downloads the purchase order, compresses it, and uploads an archive.",0.0,,
"Generates the webhook payload, renders a preview, and posts it to the activity stream.",0.0,,
"Fetches the telemetry batch, converts it to a canonical representation, and persists the result.
Uses the standard domain vocabulary.
Its output remains stable across retries.",0.0,,
"Encrypts the work queue, stores it, and creates an audit event.
Retains the expected data shape.",0.0,,
"Encrypts the deployment manifest, stores it, and creates an audit event.",0.0,,
"Builds the support ticket, deploys it, and announces the release.
Follows the configured processing rules.",0.0,,
"Parses the data migration, calculates a derived value, and updates the ledger.
Uses the standard domain vocabulary.
Existing domain invariants remain intact.",0.0,,
"Closes the geofence rule, archives related files, and emits a completion metric.",0.0,,
"Creates the inventory reservation, assigns access rights, and sends a welcome message.
Retains the expected data shape.",0.0,,
"Downloads the data migration, compresses it, and uploads an archive.",0.0,,
"Builds the device certificate, deploys it, and announces the release.",0.0,,
"Closes the dependency graph, archives related files, and emits a completion metric.
Maintains deterministic behavior across repeated runs.",0.0,,
"Downloads the access policy, compresses it, and uploads an archive.",0.0,,
"Reads the telemetry batch, purges stale entries, and rebuilds the cache.",0.0,,
"Retrieves the inventory reservation, resolves related records, and emails a status digest.
Maintains deterministic behavior across repeated runs.",0.0,,
"Calculates a score for the deployment manifest, ranks it, and notifies reviewers.",0.0,,
"Downloads the support ticket, compresses it, and uploads an archive.
Follows the configured processing rules.",0.0,,
"Calculates a score for the data migration, ranks it, and notifies reviewers.
Uses the standard domain vocabulary.
Its output remains stable across retries.",0.0,,
"Validates the audit trail, publishes it, and alerts the operations channel.",0.0,,
"Fetches the deployment manifest, converts it to an encrypted bundle, and persists the result.",0.0,,
"Fetches the localization catalog, converts it to a canonical representation, and persists the result.",0.0,,
"Creates the media thumbnail, assigns access rights, and sends a welcome message.",0.0,,
"Calculates a score for the telemetry batch, ranks it, and notifies reviewers.",0.0,,
"Encrypts the rate-limit window, stores it, and creates an audit event.
Retains the expected data shape.",0.0,,
"Parses the dependency graph, calculates a derived value, and updates the ledger.
Follows the configured processing rules.",0.0,,
"Calculates a score for the booking request, ranks it, and notifies reviewers.",0.0,,
"Loads the product catalog, applies a migration, and records the new version.
Uses the standard domain vocabulary.
Existing domain invariants remain intact.",0.0,,
"Builds the product catalog, deploys it, and announces the release.",0.0,,
"Validates the telemetry batch, publishes it, and alerts the operations channel.",0.0,,
"Reads the inventory reservation, purges stale entries, and rebuilds the cache.
Maintains deterministic behavior across repeated runs.",0.0,,
"Creates the deployment manifest, assigns access rights, and sends a welcome message.",0.0,,
"Retrieves the work queue, resolves related records, and emails a status digest.",0.0,,
"Schedules the email digest, reserves capacity, and creates a confirmation message.",0.0,,
"Encrypts the API schema, stores it, and creates an audit event.
Maintains deterministic behavior across repeated runs.",0.0,,
"Retrieves the product catalog, resolves related records, and emails a status digest.",0.0,,
"Downloads the audit trail, compresses it, and uploads an archive.",0.0,,
"Builds the rate-limit window, deploys it, and announces the release.
Uses the standard domain vocabulary.
Its output remains stable across retries.",0.0,,
"Loads the webhook payload, applies a migration, and records the new version.",0.0,,
"Encrypts the device certificate, stores it, and creates an audit event.",0.0,,
"Encrypts the media thumbnail, stores it, and creates an audit event.",0.0,,
"Loads the geofence rule, applies a migration, and records the new version.
Follows the configured processing rules.",0.0,,
