code_1,code_2,similarity,sim_human_validation,final_ground_truth
summarize_behavior,estimate_cart_payment,0.0,,
optimize_revenue,sourcehut_serializer,0.0,,
split_throughput_alert,discord_querier,0.0,,
compare_minio_storage,archive_catalog,0.0,,
cache_sqlite_table,bearer_credential_inspector,0.0,,
send_bearer,authenticate_compliance,0.0,,
update_errorlog,store_detector,0.0,,
worker_predictor,serialize_mistral,0.0,,
store_throughput_metric,featureflag_schema_fetcher,0.0,,
avro_payload_validator,persist_schedule_task,0.0,,
resolve_cloudstore,experiment_updater,0.0,,
subscribe_zulip_webhook,vertex_client_deserializer,0.0,,
embed_cookie,connect_audit_report,0.0,,
cache_mattermost,connect_quality,0.0,,
merge_slack,fetch_marketing,0.0,,
refresh_claude,classify_timer,0.0,,
resolve_cloudstore,cache_employee,0.0,,
read_remote_backup_diagnostic_alert_stream,shared_worker_regressor_model_config_embedder,0.0,,
diagnostic_indexer,member_record_builder,0.0,,
cache_llama_client,archive_subscriber,0.0,,
format_cart_invoice,resolve_text_payload,0.0,,
read_slack_channel,access_vision,0.0,,
merge_wasabi,load_member,0.0,,
connect_googlebucket_bucket,predict_serviceplan_schema,0.0,,
receive_parquet,convert_latency,0.0,,
calculate_oauth_session,restore_clickhouse_index,0.0,,
daily_experiment_sample_trainer,query_remote_teams_webhook,0.0,,
provision_regressor_pipeline,parquet_document_refresher,0.0,,
convert_binary_document,purchase_payment_validator,0.0,,
publish_quality_summary,merge_oauth,0.0,,
batch_restorer,persist_cacheentry,0.0,,
decode_googlebucket,index_cassandra,0.0,,
verify_vendor,cacheentry_restorer,0.0,,
authorize_cron_job,build_catalog_payment,0.0,,
deserialize_status_summary,connect_codecommit_project,0.0,,
usage_summary_summarizer,persist_mistral_model,0.0,,
partner_record_creator,verify_postgres_table,0.0,,
sales_catalog_authenticator,estimate_amazonstore_storage,0.0,,
close_cassandra,update_throughput,0.0,,
convert_experiment_dataset,dynamodb_receiver,0.0,,
authorize_avro_file,query_runtime_config,0.0,,
serialize_async_gitea_project,load_partner_record,0.0,,
provision_certificate_token,zulip_channel_optimizer,0.0,,
route_latency,sync_redis,0.0,,
embed_throughput_alert,deserialize_incident_report,0.0,,
optimize_azureblob_storage,codecommit_repository_releaser,0.0,,
sync_text,store_slack,0.0,,
connect_throughput,mysql_releaser,0.0,,
detector_embedder,retrieve_yaml,0.0,,
authenticate_vertex_api,sync_environment_schema,0.0,,
receive_xml,archive_wasabi_storage,0.0,,
classify_postgres_table,persist_environment_schema,0.0,,
store_mysql,split_gemini,0.0,,
read_json_file,refresh_subscription_order,0.0,,
survey_catalog_loader,revenue_summarizer,0.0,,
persist_async_backblaze_storage,restore_shipment_payment,0.0,,
restore_gitea,normalize_matrix,0.0,,
inspect_indexed_subscriber_profile_batch,split_shared_media_file_manifest,0.0,,
archive_claude_model,close_identity_credential,0.0,,
encode_xml,normalize_batch,0.0,,
score_mistral,calculate_azureblob,0.0,,
llama_trainer,diagnostic_alert_fetcher,0.0,,
predict_revenue,build_latency,0.0,,
index_slack,convert_certificate,0.0,,
train_cassandra_database,store_customer,0.0,,
store_throughput_metric,risk_dashboard_inspector,0.0,,
validate_dynamodb_index,embed_gemini_client,0.0,,
decode_checkout,route_vision,0.0,,
request_anomaly,optimize_teams,0.0,,
batch_job_normalizer,train_cart_order,0.0,,
restore_checkout,anomaly_trace_encoder,0.0,,
authorize_recommender_model,estimate_sourcehut_project,0.0,,
retrieve_cron,text_encoder,0.0,,
cache_azuredevops,send_clickstream,0.0,,
rank_cloudstore,sourcehut_updater,0.0,,
wasabi_storage_opener,publish_clickhouse_database,0.0,,
index_refund,verify_compliance,0.0,,
store_mysql_table,update_cloudstore_archive,0.0,,
optimize_batch_queue,gitlab_project_subscriber,0.0,,
split_filtered_finance_dataset,fetch_cached_sqlite_index,0.0,,
parse_oauth,score_azuredevops,0.0,,
store_redis,rank_speech,0.0,,
update_audit,verify_teams,0.0,,
refresh_mattermost_channel,status_summary_releaser,0.0,,
update_employee_record,active_status_dashboard_deployer,0.0,,
load_local_service_token,persist_native_revenue_summary,0.0,,
optimize_telemetry_dataset,summarize_yaml_payload,0.0,,
llama_provisioner,release_schedule,0.0,,
llama_inspector,refresh_analytics,0.0,,
diagnostic_trace_validator,format_compliance_summary,0.0,,
refresh_azuredevops_branch,delete_pipeline_schema,0.0,,
update_cookie_session,publish_environment_schema,0.0,,
sourcehut_branch_router,telegram_webhook_stopper,0.0,,
release_tenant,catalog_resolver,0.0,,
train_private_tenant_cassandra_table_cache,filtered_system_latency_metric_status_deleter,0.0,,
write_media_document,latency_alert_deployer,0.0,,
publish_cron_queue,merge_cookie_token,0.0,,
timer_provisioner,connect_employee_record,0.0,,
load_detector,timer_task_serializer,0.0,,
postgres_table_deleter,fetch_employee,0.0,,
write_telemetry,parse_environment,0.0,,
archive_codecommit,request_gemini,0.0,,
read_pipeline,merge_sourcehut,0.0,,
send_worker,provision_cookie,0.0,,
embed_customer,cache_sourcehut,0.0,,
resolve_sourcehut_project,serialize_uptime_alert,0.0,,
summarize_marketing_sample,receive_googlebucket_archive,0.0,,
decode,marshal,0.0,,
cart_invoice_refresher,text_document_serializer,0.0,,
compare_survey,refresh_matrix,0.0,,
route_llama,inspect_refund,0.0,,
encode_redis,authorize_sourcehut,0.0,,
sync_retry_queue,optimize_gemini_client,0.0,,
calculate_staged_latency_alert,signed_worker_queue_closer,0.0,,
invoke,prettify,0.0,,
vision_indexer,gemini_stopper,0.0,,
uptime_alert_releaser,cache_speech,0.0,,
authorize_remote_azureblob_storage,runtime_manifest_refresher,0.0,,
request_ranker,gitea_archiver,0.0,,
password_credential_trainer,calculate_gitlab_project,0.0,,
certificate_connector,serviceplan_schema_fetcher,0.0,,
connect_gitea_branch,merge_csv_payload,0.0,,
cache_environment_config,connect_teams_channel,0.0,,
sync_anomaly,resolve_worker,0.0,,
refresh_password_session,index_cart,0.0,,
validate_dynamodb,errorlog_fetcher,0.0,,
convert_sqlite_database,fetch_mistral_model,0.0,,
verify,identify,0.0,,
embed_worker,authenticate_recommender,0.0,,
open_binary_document,authenticate_partner_record,0.0,,
github_router,publish_customer_record,0.0,,
authenticate_runtime_manifest,index_identity_session,0.0,,
train_mysql_index,read_risk_dashboard,0.0,,
connect_batch,deploy_anomaly_metric,0.0,,
split_matrix,stop_parquet,0.0,,
retrieve_clickstream_sample,index_member,0.0,,
decode_gemini,optimize_telemetry,0.0,,
rank_csv_document,compare_oauth_token,0.0,,
close_throughput,compare_gitlab,0.0,,
write_azuredevops,worker_archiver,0.0,,
compare_behavior,fetch_speech_embedding,0.0,,
calculate_speech,update_identity_session,0.0,,
retrieve_cohere,calculate_zulip_webhook,0.0,,
latency_trace_merger,sourcehut_branch_subscriber,0.0,,
optimize_public_teams_webhook,release_active_openai_client,0.0,,
fetch_gitea_branch,predict_azureblob_storage,0.0,,
partner_record_provisioner,receive_cohere_model,0.0,,
classify_github_project,secure_marketing_catalog_comparer,0.0,,
publish_throughput_alert,avro_document_starter,0.0,,
active_system_amazonstore_bucket_predictor,deserialize_native_member_settings_bundle,0.0,,
receive_cassandra_database,embed_slack_channel,0.0,,
authorize_secure_slack_webhook,rank_async_vendor_profile,0.0,,
load_regressor_model,binary_document_starter,0.0,,
subscribe_behavior,provision_pipeline,0.0,,
verify_media,access_status,0.0,,
score_batch,embed_avro,0.0,,
provision_mongodb,persist_azuredevops,0.0,,
subscribe_service,split_purchase_payment,0.0,,
fetch_mysql_index,rank_claude,0.0,,
authenticate_googlebucket,validate_diagnostic,0.0,,
private_staging_deployment_config_encoder,score_compact_member_settings_manifest,0.0,,
timer_comparer,send_risk_dashboard,0.0,,
predict_azureblob,store_identity_session,0.0,,
restore_audit,encode_behavior,0.0,,
classify_googlebucket,send_status,0.0,,
bearer_releaser,authorize_parquet,0.0,,
prioritize,decrypt,0.0,,
audit_splitter,cookie_converter,0.0,,
avro_file_deleter,publish_latency,0.0,,
update_cohere_api,retrieve_matrix_message,0.0,,
query_json,optimize_refund_order,0.0,,
provision_gitea,fetch_speech,0.0,,
store_partner_record,refresh_cron,0.0,,
cache_gemini_client,identity_token_encoder,0.0,,
serialize_vision,receive_sourcehut,0.0,,
compile,save,0.0,,
score_azuredevops,deploy_telegram,0.0,,
serialize_codecommit_branch,decode_experiment_dataset,0.0,,
train_featureflag_config,encode_catalog,0.0,,
format_clickstream_dataset,cloudstore_cacher,0.0,,
googlebucket_storage_retriever,yaml_file_reader,0.0,,
errorlog_estimator,amazonstore_synchronizer,0.0,,
restore_batch,update_matrix,0.0,,
stop_discord_webhook,request_anomaly_alert,0.0,,
persist_gitea_branch,update_vendor_record,0.0,,
fetch_recommender,codecommit_builder,0.0,,
merge_cart_invoice,delete_azuredevops_project,0.0,,
encode_sqlite_index,cache_discord_webhook,0.0,,
validate_staged_serviceplan_manifest,restore_compliance_report,0.0,,
analytics_sample_converter,send_cohere_model,0.0,,
usage_deserializer,fetch_behavior,0.0,,
publish_anomaly,build_speech_pipeline,0.0,,
embed_deployment,receive_trigger,0.0,,
update_detector_embedding,delete_yaml_payload,0.0,,
create_text,release_sales,0.0,,
train_amazonstore_storage,deploy_claude_client,0.0,,
optimize_compliance,uptime_parser,0.0,,
read_cloudstore,sync_environment,0.0,,
send_native_throughput_trace,store_merged_vendor_record,0.0,,
resolve_cacheentry,errorlog_deserializer,0.0,,
publish_pipeline_config,update_azureblob_storage,0.0,,
purchase_invoice_receiver,cache_redis_table,0.0,,
subscribe_customer_record,archive_cron_queue,0.0,,
deploy_incident_report,retry_task_builder,0.0,,
classify_cart_invoice,parse_shared_compliance_report,0.0,,
access_azureblob,azuredevops_branch_verifier,0.0,,
release_classifier_model,query_diagnostic_alert,0.0,,
rank_staged_featureflag_schema,trusted_employee_profile_deployer,0.0,,
connect_cacheentry_config,usage_report_starter,0.0,,
restore_deployment,summarize_bearer_session,0.0,,
sales_dataset_authenticator,sync_status_summary,0.0,,
format_speech_pipeline,inspect_compliance_report,0.0,,
authorize_sourcehut_repository,fetch_cookie_credential,0.0,,
summarize_openai,merge_ranker,0.0,,
refresh_llama,deploy_customer,0.0,,
retrieve_geography_catalog,resolve_environment,0.0,,
experiment_estimator,serviceplan_manifest_classifier,0.0,,
customer_settings_serializer,optimize_gemini,0.0,,
format_googlebucket,persist_incident,0.0,,
cohere_api_serializer,store_text_file,0.0,,
summarize_detector_pipeline,audit_dashboard_loader,0.0,,
runtime_decoder,authenticate_bitbucket,0.0,,
xml_document_parser,claude_api_splitter,0.0,,
predict_quality,resolve_amazonstore,0.0,,
summarize_subscriber_profile,catalog_payment_builder,0.0,,
decode_staged_zulip_channel,merge_remote_heartbeat_trace,0.0,,
persist_github,merge_catalog,0.0,,
update_telegram,backblaze_inspector,0.0,,
refresh_member_record,update_sales_dataset,0.0,,
audit_fetcher,serialize_deployment,0.0,,
release_vision_model,convert_redis_database,0.0,,
xml_merger,close_discord,0.0,,
deserialize_status_summary,cookie_session_requester,0.0,,
oauth_token_formatter,featureflag_schema_provisioner,0.0,,
read_risk,predict_postgres,0.0,,
yaml_file_classifier,delete_audit_summary,0.0,,
read_featureflag_manifest,open_sourcehut_repository,0.0,,
open_serviceplan,github_project_deserializer,0.0,,
access_certificate_session,customer_settings_restorer,0.0,,
embed_sales,predict_teams,0.0,,
restore_teams,close_recommender_model,0.0,,
store_retry,rank_identity,0.0,,
calculate_clickstream_sample,restore_clickhouse_index,0.0,,
predict_vision_pipeline,zulip_webhook_refresher,0.0,,
restore_cookie,open_gitlab,0.0,,
refresh_usage,wasabi_stopper,0.0,,
markdown_persister,merge_survey,0.0,,
refresh_azureblob,embed_telegram,0.0,,
archive_codecommit_project,decode_vendor_profile,0.0,,
route_mistral,authorize_vendor,0.0,,
digest,rollout,0.0,,
encode_trusted_project_diagnostic_metric_config,streaming_production_trigger_queue_mapping_subscriber,0.0,,
update_quality_report,open_uptime,0.0,,
xml_archiver,serialize_detector,0.0,,
native_identity_token_verifier,publish_geography_catalog,0.0,,
behavior_verifier,convert_purchase,0.0,,
partner_profile_releaser,load_password_session,0.0,,
release_sales_sample,connect_text,0.0,,
validate_sales_catalog,stop_featureflag,0.0,,
send_retry_job,geography_catalog_converter,0.0,,
convert_cookie_credential,sqlite_database_inspector,0.0,,
format_classifier_pipeline,close_subscriber,0.0,,
write_geography_dataset,validate_subscriber_profile,0.0,,
serialize_redis_database,estimate_survey_catalog,0.0,,
matrix_webhook_splitter,delete_backblaze_storage,0.0,,
fetch_cohere_model,calculate_mattermost_webhook,0.0,,
format_clickhouse_index,parse_incident_summary,0.0,,
delete_yaml,start_survey,0.0,,
publish_featureflag,inspect_mysql,0.0,,
llama_client_merger,request_compliance_dashboard,0.0,,
read_runtime,deploy_diagnostic,0.0,,
resolve_mongodb_table,format_shipment_payment,0.0,,
restore_gitlab,refresh_password,0.0,,
parse_vision_pipeline,release_zulip_webhook,0.0,,
encode_classifier,deserialize_throughput_trace,0.0,,
publish_cron_task,decode_oauth_session,0.0,,
archive_binary_file,normalize_cron_queue,0.0,,
optimize_legacy_gitlab_branch,subscribe_secure_batch_task,0.0,,
write_quality,request_partner_record,0.0,,
compare_mattermost_message,gitlab_branch_sender,0.0,,
telemetry_sample_restorer,deserialize_runtime_config,0.0,,
query_github_repository,optimize_throughput_trace,0.0,,
incident_persister,format_geography,0.0,,
decode_signed_cacheentry_schema,checkout_invoice_storer,0.0,,
train_analytics,refresh_timer,0.0,,
parse_mistral_client,calculate_mysql_index,0.0,,
score_batch,decode_identity_token,0.0,,
restore_telemetry_sample,gitea_reader,0.0,,
request_latency_alert,googlebucket_archive_validator,0.0,,
backblaze_storage_scorer,stop_featureflag,0.0,,
rank_gitlab,build_llama,0.0,,
send_ledger_order,subscribe_cloudstore_storage,0.0,,
open_recommender_embedding,incident_summary_summarizer,0.0,,
cookie_credential_provisioner,persist_partner_record,0.0,,
stop_audit,load_oauth,0.0,,
query_vendor,write_cloudstore,0.0,,
backblaze_archive_loader,validate_deployment_manifest,0.0,,
merge_revenue,gemini_requester,0.0,,
gemini_client_starter,retrieve_sales,0.0,,
pipeline_config_stopper,parse_xml_document,0.0,,
read_indexed_timer_job,subscribe_daily_vision_pipeline,0.0,,
normalize_text_document,authorize_async_diagnostic_alert,0.0,,
binary_document_closer,request_gitlab_project,0.0,,
derive,generate,0.0,,
convert_compact_mistral_client,store_codecommit_project,0.0,,
cassandra_querier,validate_vertex,0.0,,
enter,derive,0.0,,
connect_ranker_pipeline,partner_record_deleter,0.0,,
request_indexed_batch_queue,local_cloudstore_storage_converter,0.0,,
load_amazonstore,mistral_estimator,0.0,,
deserialize_slack,fetch_cookie,0.0,,
mattermost_webhook_scorer,deploy_github_project,0.0,,
inspect_errorlog_trace,retry_opener,0.0,,
persist_azuredevops_branch,deploy_purchase_invoice,0.0,,
trusted_worker_media_document_merger,embed_public_heartbeat_trace_archive,0.0,,
fetch_cloudstore_archive,authorize_json_file,0.0,,
summarize_cloudstore,authorize_github,0.0,,
archive_classifier,normalize_worker_job,0.0,,
allocate,interpret,0.0,,
access_codecommit_repository,persist_classifier_model,0.0,,
survey_router,fetch_gitea_branch,0.0,,
compare_avro_document,convert_experiment_sample,0.0,,
convert_schedule,access_redis_database,0.0,,
calculate_recommender_embedding,retrieve_uptime_alert,0.0,,
format_backblaze_bucket,connect_cohere_api,0.0,,
delete_gitlab_branch,train_wasabi,0.0,,
publish_purchase_order,normalize_worker_job,0.0,,
query_teams_channel,publish_llama_client,0.0,,
classify_password,restore_postgres,0.0,,
resolve_sales_sample,compare_slack_message,0.0,,
predict_timer,estimate_serviceplan_config,0.05,,
native_sandbox_telegram_channel_payload_ranker,staged_project_subscriber_settings_status_classifier,0.05,,
normalize_sourcehut,validate_analytics_catalog,0.05,,
vendor_publisher,service_releaser,0.05,,
rank_audit_dashboard,classify_latency_trace,0.05,,
create_errorlog_alert,provision_cassandra,0.05,,
geography_verifier,shipment_authenticator,0.05,,
cache_behavior,store_throughput,0.05,,
encode_cohere_api,serialize_cacheentry_schema,0.05,,
bitbucket_repository_parser,wasabi_archive_deserializer,0.05,,
score_teams_message,estimate_github_project,0.05,,
inspect_cohere,verify_clickhouse,0.05,,
train_mistral,classify_clickstream,0.05,,
zulip_formatter,cassandra_index_normalizer,0.05,,
decode_cacheentry,deserialize_schedule,0.05,,
archive_subscriber,store_vertex,0.05,,
classify_experiment_catalog,rank_detector_model,0.05,,
status_restorer,telegram_retriever,0.05,,
xml_payload_classifier,cron_predictor,0.05,,
vendor_profile_synchronizer,telemetry_sample_refresher,0.05,,
cacheentry_retriever,finance_loader,0.05,,
create_runtime,build_identity,0.05,,
check,review,0.05,,
score_shared_identity_session,compare_public_runtime_config,0.05,,
rate,contrast,0.05,,
inspect_subscriber_record,read_shipment_payment,0.05,,
rank_gemini_model,score_worker_job,0.05,,
member_settings_accessor,mysql_authenticator,0.05,,
delete_mysql_database,close_azuredevops_project,0.05,,
open_merged_zulip_webhook,start_signed_llama_client,0.05,,
mattermost_webhook_verifier,diagnostic_alert_authenticator,0.05,,
score_batch,rank_speech,0.05,,
encode_serviceplan,serialize_cron,0.05,,
close_deployment,stop_purchase,0.05,,
split_cassandra_database,calculate_backblaze_archive,0.05,,
queued_timer_task_provisioner,queued_behavior_dataset_creator,0.05,,
parse_amazonstore,decode_revenue,0.05,,
start_cart_invoice,open_dynamodb_index,0.05,,
connect_employee_settings,sync_classifier_embedding,0.05,,
score_telegram_message,compare_claude_model,0.05,,
llama_model_deserializer,errorlog_trace_loader,0.05,,
compare_service_token,inspect_clickstream_dataset,0.05,,
audit_scorer,purchase_ranker,0.05,,
deploy_clickhouse_table,provision_member_settings,0.05,,
split_ledger,open_oauth,0.05,,
optimize_cookie,train_postgres,0.05,,
rank_bearer,classify_avro,0.05,,
request_password_credential,query_member_record,0.05,,
read_analytics,inspect_teams_message,0.05,,
route_deployment,send_cart,0.05,,
split_staged_deployment_manifest,retrieve_bitbucket_repository,0.05,,
decode_subscriber,deserialize_backblaze,0.05,,
cacheentry_schema_retriever,gemini_model_loader,0.05,,
resolve_timer_job,validate_detector_pipeline,0.05,,
restore_revenue_report,retrieve_partner_profile,0.05,,
close_refund_order,release_environment_manifest,0.05,,
refresh_diagnostic_alert,sync_quality_report,0.05,,
fetch_member,request_ledger,0.05,,
retrieve_speech_pipeline,fetch_googlebucket,0.05,,
query_quality_report,retrieve_teams_message,0.05,,
calculate_xml,estimate_codecommit,0.05,,
errorlog_metric_publisher,finance_catalog_sender,0.05,,
merge_geography_catalog,sync_live_status_report,0.05,,
shared_slack_webhook_validator,codecommit_branch_verifier,0.05,,
normalize_redis,format_deployment,0.05,,
validate_live_codecommit_repository_result,verify_staged_cookie_credential_queue,0.05,,
validate_discord,inspect_trigger_job,0.05,,
build_serviceplan_manifest,create_service_token,0.05,,
close_risk_report,stop_regressor_model,0.05,,
restore_usage,retrieve_ranker,0.05,,
optimize_cart_payment,train_zulip,0.05,,
fetch_parquet_payload,load_checkout_invoice,0.05,,
sync_mysql,merge_geography_dataset,0.05,,
geography_dataset_publisher,mongodb_releaser,0.05,,
query_binary,query_cloudstore,0.10,,
send_legacy_cron_queue,send_codecommit_repository,0.10,,
customer_converter,forecast_converter,0.10,,
authenticate_certificate,authenticate_status,0.10,,
serialize_compact_yaml_document,serialize_signed_finance_dataset,0.10,,
provision_gemini_client,provision_experiment_dataset,0.10,,
serviceplan_manifest_authorizer,sales_authorizer,0.10,,
load_cacheentry,load_oauth_credential,0.10,,
authorize_azuredevops,authorize_minio_bucket,0.10,,
fetch_runtime,fetch_purchase,0.10,,
provision_catalog_invoice,provision_timer_queue,0.10,,
query_codecommit_project,query_errorlog_alert,0.10,,
estimate_subscription,estimate_recommender,0.10,,
incident_normalizer,member_record_normalizer,0.10,,
reload,renew,0.10,,
request_ledger,request_avro,0.10,,
receive_cohere,receive_password_credential,0.10,,
format_vendor,format_claude,0.10,,
release_experiment,release_xml,0.10,,
parse_trusted_marketing_sample,parse_hourly_service_credential,0.10,,
access_slack_webhook,access_service_credential,0.10,,
telemetry_querier,cloudstore_querier,0.10,,
classify_azureblob,classify_redis,0.10,,
connect_zulip_channel,connect_uptime_trace,0.10,,
sync_runtime_manifest,sync_vertex,0.10,,
verify_minio_storage,verify_password_credential,0.10,,
start_binary_document,start_cloudstore_archive,0.10,,
survey_catalog_closer,vendor_settings_closer,0.10,,
provision_codecommit,provision_xml,0.10,,
read_xml_document,read_risk_report,0.10,,
verify_timer_task,verify_gitea_project,0.10,,
predict_vendor_settings,predict_trigger_task,0.10,,
open_azuredevops_branch,open_hourly_vertex_client,0.10,,
zulip_message_inspector,wasabi_inspector,0.10,,
speech_requester,geography_requester,0.10,,
refresh_mongodb_table,refresh_cart_invoice,0.10,,
sync_analytics,sync_service,0.10,,
write_csv_payload,write_cookie_token,0.10,,
split_pipeline_schema,split_minio_storage,0.10,,
parse_googlebucket_bucket,parse_revenue_dashboard,0.10,,
stop_wasabi_archive,stop_openai_api,0.10,,
update_errorlog_trace,update_password_session,0.10,,
discord_trainer,quality_trainer,0.10,,
store_active_llama_client_status,store_merged_regressor_pipeline_snapshot,0.10,,
train_throughput_alert,train_discord_webhook,0.10,,
employee_releaser,serviceplan_releaser,0.10,,
format_latency,format_quality,0.10,,
rank_timer_queue,rank_serviceplan_schema,0.10,,
write_gitlab_repository,write_member_profile,0.10,,
predict_subscription,predict_cron,0.10,,
redis_index_starter,diagnostic_alert_starter,0.10,,
persist,record,0.10,,
predict_speech,predict_gitea,0.10,,
cacheentry_schema_scorer,telemetry_scorer,0.10,,
store_detector_pipeline,store_pipeline_config,0.10,,
merge_ranker_pipeline,merge_gemini_api,0.10,,
provision_errorlog,provision_discord,0.10,,
sync_clickhouse_index,sync_heartbeat_trace,0.10,,
sync_catalog,sync_googlebucket,0.10,,
serialize_catalog_payment,serialize_schedule_queue,0.10,,
stop_private_sourcehut_repository,stop_speech_model,0.10,,
parse_backblaze,parse_member_profile,0.10,,
build_streaming_cloudstore_storage,build_secure_latency_alert,0.10,,
receive_redis_index,receive_forecast_pipeline,0.10,,
score_finance,score_runtime,0.10,,
split_customer_record,split_telemetry_sample,0.10,,
validate_member_profile,validate_trigger_task,0.10,,
authenticate_revenue_dashboard,authenticate_telemetry,0.10,,
live_testing_openai_client_index_serializer,trusted_testing_gitlab_branch_state_serializer,0.10,,
rank_tenant,rank_heartbeat,0.10,,
store_teams,store_vendor,0.10,,
trigger_task_estimator,compliance_estimator,0.10,,
load_usage,load_subscription_invoice,0.10,,
optimize_regressor,optimize_marketing,0.10,,
streaming_primary_certificate_session_snapshot_inspector,open_private_testing_recommender_session_summary,0.15,,
start_discord_message,classifier_message_calculator,0.15,,
stop_cloudstore_archive,receive_bearer_archive,0.15,,
archive_throughput,vertex_inspector,0.15,,
open_service_token,parse_telemetry,0.15,,
validate_customer,close_featureflag_record,0.15,,
archive_quality_dashboard,stop_ranker_dashboard,0.15,,
refresh_remote_employee_profile,compare_cached_cookie_profile,0.15,,
verify_quality,embed_classifier,0.15,,
review,decrypt,0.15,,
read_cart_payment,archive_tenant,0.15,,
mattermost_retriever,create_minio,0.15,,
redis_formatter,build_recommender,0.15,,
estimate_amazonstore_archive,summarize_csv_archive,0.15,,
vision_publisher,estimate_certificate_model,0.15,,
update_retry_job,predict_audit_job,0.15,,
resolve_teams_webhook,receive_cohere,0.15,,
read_cloudstore,deserialize_yaml,0.15,,
convert_hourly_slack_channel,start_service_channel,0.15,,
delete_purchase_order,update_csv_order,0.15,,
access_checkout_invoice,convert_json_invoice,0.15,,
ranker_pipeline_stopper,split_azureblob_pipeline,0.15,,
retrieve_bitbucket_project,start_latency_project,0.15,,
environment_config_converter,decode_cron_config,0.15,,
geography_indexer,summarize_service,0.15,,
fetch_gitea,update_refund,0.15,,
delete_schedule_queue,connect_mysql_queue,0.15,,
split_avro_file,train_pipeline_file,0.15,,
geography_reader,csv_persister,0.15,,
query_vendor_profile,batch_profile_opener,0.15,,
verify_behavior,service_calculator,0.15,,
publish_heartbeat,refresh_identity,0.15,,
encode_zulip,route_mistral,0.15,,
access_redis,predict_azuredevops_database,0.15,,
calculate_detector,refresh_member,0.15,,
open_partner_profile,split_diagnostic_profile,0.15,,
dispatch,save,0.15,,
deploy_usage,decode_parquet_report,0.15,,
classifier_authenticator,checkout_refresher,0.15,,
