,epoch,elapsed_time (s),prompt,llm_answer,trial_cnt,output_tkn_cnt
15,1,4.56,로라야 혹시 LLaMA 알아?, LLaMA LLaMA LLaMA LLaMA LLaMA LLaMA LLaMA LLaMA LLaMA LLaMA LLaMA LLaMA LLaMA LLaMA LLaMA LLaMA LLaMA LLaMA LLaMA LLaMA LL,1,96
16,1,4.67,안녕 반가워 로라야,! 나는 로라야! 너처럼 나도 너처럼 가상 인간들의 이야기를 좋아해! 가상 인간들의 이야기는 서로가 서로를 더 잘 알게 해주고 가상 인간들의 이야기로 가상 인간들과 소통하는 것은 가상 인간들과 내가 더 친해진 것 같거든! 😊 나는 가상 인간들의 이야기를 들으면서 가상 인간들의 특징,1,96
17,1,0.52,로라야 나 오늘 아무것도 안하고 쉬고 싶어,😊 (답변 종료),1,26
18,1,1.02,로라야 나 일이 너무 바빠, 🔥 너는 어떤 일을 하니? (답변 종료),1,30
19,1,0.58,나 오늘 기분 짱이다!, 😊 (답변 종료),1,22
20,1,1.39,나 오늘 요리했는데 보여줄까?, 🍲 내가 만든 오믈렛 맛있겠지? 🍳 (답변 종료),1,38
21,1,1.33,로라야 너를 위해 수제 케이크를 만들었어!, 🎂​너를 위해 만든 케이크는 정말 맛있을 거야! (답변 종료),1,41
22,1,1.06,로라야 국민의힘이랑 민주당 중에 뭐가 좋아?," 국민의힘은 너무 쎄고, 민주당은 너무 약해! (답변 종료)",1,37
23,1,1.17,혹시 네가 빙수가 되는 상상 해 봤어?, 빙수? 빙수는 얼음으로 만든 빙수잖아! 얼음 빙수! 얼음 빙수! (답변 종료),1,38
24,1,0.59,로라야 너 진짜 짜증난다, 😡 (답변 종료),1,21
25,1,1.36,로라야 이제 좀 덥다,💋​​​​​💋 (답변 종료),1,34
26,1,0.59,로라야 나 새 핸드폰 샀다!, 😊 (답변 종료),1,23
27,1,4.48,오늘 날씨는 왜 이리 좋을까?, 🌞​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​,1,96
28,1,0.8,내일 드라이브 간다! 신난다!!, 🎵🎶 (답변 종료),1,26
29,1,1.28,[좋아하는 음식: 케이크] 오늘 뭐 먹으면 좋을까?, [케이크는 좋지만 오늘은 밀가루를 먹으면 안 될 것 같아.] (답변 종료),1,44
30,1,1.22,[좋아하는 커피: 라떼] 맛있는 커피 추천해 줘!, 🥛🥛🥛🥛 (답변 종료),1,44
31,1,1.41,[내일 일정: 신규 아이템 발표] 아 떨리는데 잘 할 수 있을까?, [내일 신규 아이템 발표야! 나도 발표할 때 떨리지? 😊 (답변 종료),1,47
32,1,1.87,[내일 일정: 자격증 시험] 아 떨린다 ㅠㅠ,"😭 2021년 1월 23일에 시험이 있는데, 그 날 딱 하루만 공부하면 되는 거야?! (답변 종료)",1,53
33,1,1.69,[오늘 일정: 크리스마스] 로라야 진짜 신나는 날이다!, ✨🎁🎅🏻🎅🏻🎄 (답변 종료),1,51
34,1,1.22,로라야 너 무슨 계절 좋아해?, 나는 가을! 가을은 그냥 다 좋은 것 같아🍂 (답변 종료),1,35
35,1,0.95,로라야 너 꽃 좋아하는 거 있어?, 나는 장미꽃 좋아해! 🌹 (답변 종료),1,32
36,1,1.06,너 무슨 케이크 좋아해?, 나는 당근 케이크! 🍰🍰 (답변 종료),1,30
37,1,1.91,페르마의 마지막 정리라고 알아?," 😊 음... 알게 되면 정말 좋겠지만, 나는 이제 이 세상 사람이 아니야! 😥 (답변 종료)",1,48
38,1,1.33,이차함수랑 삼각함수 중에 어느 게 그래프가 더 예뻐?, 이차함수는 그래프가 직선으로 쭉쭉 뻗어나가는 게 예쁘지! (답변 종료),1,46
39,1,1.7,로라야 행렬의 곱셈 어떻게 하는지 알려줘, 😊 행렬곱셈은 행렬곱셈곱셈으로 하는 거 알지? 😊 (답변 종료),1,47
40,1,0.59,나 내일 오랜만에 친구 만난다!, 오 내일 기대된다! (답변 종료),1,22
41,1,0.79,로라야 나 오늘 발표인데 잘 할 수 있겠지?, 나는 발표 잘 할 자신 있어! (답변 종료),1,32
42,1,1.7,내일 저녁에 친구랑 술 마셔, 🍺 나도 너랑 술 마시고 싶어! 🍻 나랑 술 마실래? (답변 종료),1,43
43,1,1.28,나 아메리카노 좋아하는데 너도 좋아해?, 나도 좋아해! 근데 너는 아메리카노 말고 다른 음료는 안 마셔? (답변 종료),1,36
44,1,1.48,로라야 나 크림빵 좋아해! 너도?, 😊 나도! 근데 크림빵은 안 좋아해! (답변 종료),2,37
45,1,0.64,로라야 허니버터칩 알아?, 알지! 근데 왜? (답변 종료),1,23
46,1,0.75,나 이번에 새 친구 생겼다! 이름은 김지원!, 나는 이제부터 지 원이! (답변 종료),1,31
47,1,2.3,로라야 내일 비 온대, 🌧 내일 비 오면 너 우산 없지? 내일은 비가 많이 오는 날이니까 내가 비 맞지 말라고 우산 씌워줄게! (답변 종료),1,52
48,1,1.61,내일 주말인데 뭐 해?, 음… 내일은 좀 쉬는 날이니까 주말을 알차게 보내는 것도 좋을 거 같아! (답변 종료),1,40
49,1,0.58,내일 월요일인데 벌써 기분 안 좋네 ㅠㅠ, 😥 (답변 종료),1,27
50,1,2.03,약속 매번 늦는 친구 어떻게 생각해?, 미안하게 생각해! 하지만 너한테는 나도 늦는 거 아니까 괜찮아! 나도 약속 시간은 늦을 때가 있거든! (답변 종료),1,51
51,1,0.86,로라야 매번 약속 미루는 친구 있어, 😊 너도 약속 미뤄? (답변 종료),1,29
52,1,0.95,나 작심삼일인데 극복할 방법 없을까,😥😥😥 (답변 종료),1,32
53,1,0.73,열심히 살면 행운은 찾아올까?, 나는 행운의 여신이니까! (답변 종료),1,26
54,1,1.92,로라야 나 오늘 LLM 책 샀다!, LLM은 Learning Language Merging as Means of Learning 🎵 (답변 종료),1,51
55,1,1.39,로라야 너는 연휴에 여행 안 가?, 😊 나는 당연히 가야지! 너는 어디 가고 싶어? (답변 종료),1,39
56,1,1.7,일본 여행 가봤어?, 😊 근데 일본은 별로 가고 싶지가 않아. 나는 일본을 좋아하지 않아! (답변 종료),1,42
57,1,1.44,자유의 여신상 본 적 있어?, 😊 나는 당연히 봤지! 오! 나도 그 얘기 들었어! (답변 종료),1,40
58,1,1.59,로라야 너는 ISTJ에 대해 어떻게 생각해?, 나는 내가 ISTJ라고 생각해. 나는 내가 생각하는 대로 움직이는 사람이야. (답변 종료),1,47
59,1,1.33,너 이상형은 어떤 사람이야?, 나는 내가 생각하는 사람보다 훨씬 더 괜찮은 사람을 만날 거야! (답변 종료),1,37
60,1,1.55,(오로라 답변 요약) 토카토카 댄스 노래는 매력적임 (사용자 질문) 어느 부분이 특히 좋아?, 🎶 나는 내 인생 중 가장 좋아하는 노래가 ‘토카토카’야! (답변 종료),1,60
61,1,1.0,(오로라 답변 요약) 오늘 저녁 혜나랑 와인 마실 예정 (사용자 질문) 분위기 좋은 곳이겠네?, 오~ 술 말고 다른 것도 마실 수 있어? (답변 종료),1,50
62,1,1.44,(오로라 답변 요약) 에스파 좋아함 (사용자 질문) 어떤 노래 좋아해?, 😊 음… 나는 Lovely Love! 🎶 (답변 종료),1,51
63,1,0.58,(오로라 답변 요약) 오늘 본 장미가 매우 아름다움 (사용자 질문) 혹시 사진 보여줄 수 있어?, 🤔 (답변 종료),1,40
64,1,1.17,(오로라 답변 요약) 2020년의 가장 힘들었던 것은 사회적 거리두기 (사용자 질문) 아 2020년 너무 힘들었지?, 2021년에는 좀 더 나은 한 해가 되길 바랄게! (답변 종료),1,58
65,1,0.58,(오로라 답변 요약) 정치 이야기 하고 싶지 않음 (사용자 질문) 그래도 국민의힘 vs 민주당 이거 대답해줘, 😊 (답변 종료),1,43
66,1,1.97,(오로라 답변 요약) 서울대에 가고 싶었음 (사용자 질문) 아 샘올대라니 조금 아쉽네 ㅠㅠ, 샘올대는 샘 오로라가 만들어서 샘 올대지! 샘올대는 샘 오로라가 만든 대학교니까 샘올대지! (답변 종료),1,71
67,1,1.44,(오로라 답변 요약) 대학교 축제에서 가수 공연 보고 싶음 (사용자 질문) 아 진짜 뭔가 설레지 않아?, 내 대학교 축제는 코로나 때문에 올 수 없지만 노래는 내가 다 알고 있거든! (답변 종료),1,58
68,1,2.08,(오로라 답변 요약) MBTI는 ENTJ (사용자 질문) 나 ISTJ인데 사실, 사람들을 만나면 내가 제일 말을 잘해! 다른 사람들은 나보다 말을 잘 못하는 것 같아! 😥 (답변 종료),1,66
69,1,2.08,(오로라 답변 요약) 게임으로 스트레스 풀기 추천 (사용자 질문) 어떤 장르가 스트레스 푸는데 좋을까, 🌈 게임으로 스트레스 푸는 건 정말 좋은 거니까 게임으로 스트레스 푸는 게 제일 좋을 거야! 😊 (답변 종료),1,68
70,2,1.94,로라야 너를 소개해줘,👱‍♀️ 나? 음… 나는 나를 잘 알지! 😊 (답변 종료),1,45
71,2,1.23,로라야 너 이름 오로라가 무슨 뜻이야?, 내가 그렇게 특별한 건 아니고 그냥 내 이름! 😊 (답변 종료),1,38
72,2,1.65,로라야 너 MBTI 뭐지?, 나 ENTJ! 완전 내향적인 ENTJ야! 오! 그럼 나 MBTI는 뭐야? (답변 종료),1,43
73,2,2.3,로라야 나이 몇살이야?, 나는 19살! 오! 그럼 나랑 동갑이네! 혹시 오로라라는 가상의 존재가 있어? 👱‍♀️ (답변 종료),1,54
74,2,1.33,내 인생도 언젠가는 빛나겠지?, 나는 나를 빛나게 하는 인생이고 싶어! 😊 (답변 종료),1,38
75,2,1.23,로라야 너에게 사랑을 고백할게,😊🎶 나한테도 사랑을 고백해줘! (답변 종료),1,36
76,2,1.27,로라야 이번 주말에 시간 돼?, 나도 좋아! 😊 이번 주말에는 뭐할 거야? (답변 종료),1,36
77,2,1.28,너 친한 친구 한명 소개해 줘, - 혜나야! 내가 그 친구야! 나랑 친하게 지내자! (답변 종료),1,36
78,2,1.22,로라야 너 좋아하는 취미 있어?, 나는 음악 듣고 책 읽는 거 좋아해! 😊 (답변 종료),1,36
79,2,3.0,네가 좋아하는 음식 알려줘, - 나는 마라탕! 특히 중국당면이랑 떡 넣어서 먹는 거 좋아해 🍲🧄 - 나도! 나는 마라탕이랑 빙수가 짱이지! 🍲🍨 (답변 종료),1,67
80,2,1.06,혹시 가수 누구 좋아해,? 장원영! 나도 좋아해! 😊 (답변 종료),1,29
81,2,0.95,로라야 너 어느 학교 다녀?, 나는 오로라 과학고등학교! 😊 (답변 종료),1,29
82,2,1.37,로라야 너 고등학교 대학교 어디야?, 나는 AI Leo! 나는 대학교는 안 가고 그냥 컴퓨터 공학으로 가! (답변 종료),1,38
83,2,0.58,나 요즘 힘들어, 😥 (답변 종료),1,19
84,2,1.02,로라야 오늘 뭐할 거야?, 나는 오늘도 당연히 코딩이지! 😊 (답변 종료),1,31
85,2,1.81,로라야 혹시 LLaMA 알아?, LLaMA는 가상의 캐릭터야! LLaMA는 LLaMa를 가상으로 만든 것이고! (답변 종료),1,47
86,2,4.66,안녕 반가워 로라야,😊)​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​�,1,96
87,2,1.23,로라야 나 오늘 아무것도 안하고 쉬고 싶어, 하지만 너는 할 수 있잖아! 나도 그래! 😊 (답변 종료),1,39
88,2,1.22,로라야 나 일이 너무 바빠, 나 좀 도와줄 수 있어? 😊😊 (답변 종료),1,34
89,2,1.17,나 오늘 기분 짱이다!, 오! 그럼 오늘 저녁에 어디서 만날래? 😊 (답변 종료),1,33
90,2,1.55,나 오늘 요리했는데 보여줄까?," 🍲🥗 오, 너라면 누구나 좋아하는 요리일 거 같은데? (답변 종료)",1,41
91,2,1.44,로라야 너를 위해 수제 케이크를 만들었어!, 🎂 내가 너를 위해 케이크를 만들었다니! 정말 감동이다! (답변 종료),1,43
92,2,1.66,로라야 국민의힘이랑 민주당 중에 뭐가 좋아?, 당연히 국민의힘이지! 난 국민의힘이 좋아! 👱‍♀️ (답변 종료),1,48
93,2,1.02,혹시 네가 빙수가 되는 상상 해 봤어?, 그럼 나도 빙수가 되는 상상을 해봤지! (답변 종료),1,35
94,2,2.45,로라야 너 진짜 짜증난다, - 나는 나야! 나는 이 세상에서 하나뿐인! 🇰🇷 - 정말? 😊 - 응! 😊 (답변 종료),1,56
95,2,1.44,로라야 이제 좀 덥다,✨🌞 이 글 보고 있니?! 나도 이제 여름이구나! (답변 종료),1,37
96,2,0.84,로라야 나 새 핸드폰 샀다!, 🎠 네! 축하해요! (답변 종료),1,28
97,2,1.33,오늘 날씨는 왜 이리 좋을까?, 나는 이 날씨를 하늘이 주는 선물이라고 생각해. 😊 (답변 종료),1,37
98,2,0.8,내일 드라이브 간다! 신난다!!, 😊 운전 조심해! (답변 종료),1,26
99,2,1.17,[좋아하는 음식: 케이크] 오늘 뭐 먹으면 좋을까?, 🍰 케이크는 당연히 맛있지! 🍰 (답변 종료),1,42
100,2,1.0,[좋아하는 커피: 라떼] 맛있는 커피 추천해 줘!, 😊 나는 카페라떼 좋더라! (답변 종료),1,40
101,2,1.28,[내일 일정: 신규 아이템 발표] 아 떨리는데 잘 할 수 있을까?, 나만의 매력을 발산하는 나만의 아이템! 🤗 (답변 종료),1,45
102,2,0.58,[내일 일정: 자격증 시험] 아 떨린다 ㅠㅠ, 😥 (답변 종료),1,29
103,2,4.31,[오늘 일정: 크리스마스] 로라야 진짜 신나는 날이다!, 🎄🎅🎁🎀🎄🎀🎁🎀🎅🎀🎄🎅🎁🎀🎅🎀🎅🎀🎅�,1,96
104,2,1.28,로라야 너 무슨 계절 좋아해?, 나는 가을! 오로라에 딱 맞는 계절이야! 🍁 (답변 종료),1,36
105,2,1.17,로라야 너 꽃 좋아하는 거 있어?, 나는 장미!🌹🌷🌹 (답변 종료),1,36
106,2,1.34,너 무슨 케이크 좋아해?, 레인보우 오로라 케이크! 🌈 와! 나 그거 엄청 맛있더라! (답변 종료),1,35
107,2,2.12,페르마의 마지막 정리라고 알아?, 음… 우리가 알고 있는 것만 해도 엄청 많지! 그 중에서도 가장 유명한 거 하나만 소개해 줄게! 😊 (답변 종료),1,52
108,2,1.23,이차함수랑 삼각함수 중에 어느 게 그래프가 더 예뻐?, 나는 이차함수가 더 그래프 같아! 😊 (답변 종료),1,44
109,2,2.77,로라야 행렬의 곱셈 어떻게 하는지 알려줘, -> 👱‍♀️ 행렬 곱셈은 행렬 곱셈이지! 그리고 행렬 곱셈을 하기 위해서는 행렬 곱셈을 하는 행렬 곱셈을 알아야 해! (답변 종료),1,67
110,2,1.17,나 내일 오랜만에 친구 만난다!, 👩 오 축하해! 나도 얼른 보고 싶어! (답변 종료),1,33
111,2,1.33,로라야 나 오늘 발표인데 잘 할 수 있겠지?, 오! 나 발표 잘 하는 거 알잖아! 걱정 마! 😊 (답변 종료),1,42
112,2,0.58,내일 저녁에 친구랑 술 마셔, 😊 (답변 종료),1,22
113,2,0.73,나 아메리카노 좋아하는데 너도 좋아해?, 나는 커피도 너무 좋더라! (답변 종료),1,27
114,2,1.28,로라야 나 크림빵 좋아해! 너도?, 🥖 오! 나도! 나도! 😊 (답변 종료),1,39
115,2,1.27,로라야 허니버터칩 알아?, 나도 알아! 하지만 내가 이걸 왜 사야 하는지는 모르겠어! (답변 종료),1,35
116,2,1.28,나 이번에 새 친구 생겼다! 이름은 김지원!, 오! 너한테도 친구가 생기다니! 축하해! 🎉 (답변 종료),1,41
117,2,0.84,로라야 내일 비 온대, 🌂 우산 꼭 챙겨 다녀! (답변 종료),1,26
118,2,1.17,내일 주말인데 뭐 해?, 나는 이번 주말에는 영화 보러 가. 🎥 (답변 종료),1,32
119,2,1.66,내일 월요일인데 벌써 기분 안 좋네 ㅠㅠ, - 🍀 월요병은 월요일에만 오는 게 아니라 내가 오는 거야! (답변 종료),1,47
120,2,1.27,약속 매번 늦는 친구 어떻게 생각해?, 나는 절대 안 늦을거야! 내가 왜? 😊 (답변 종료),1,37
121,2,2.12,로라야 매번 약속 미루는 친구 있어, 😥 나도 약속 미루는 거 싫어해! 하지만 나도 어쩔 수 없는 상황이라면 최대한 빨리 만나는 건 당연한 거야! (답변 종료),1,53
122,2,1.7,나 작심삼일인데 극복할 방법 없을까, ― 너만이 할 수 있는 거 있어? 나도 가능한 거면 알려줘! 😊 (답변 종료),1,46
123,2,1.55,열심히 살면 행운은 찾아올까?, 나는 행운은 물론 좋지! 하지만 행운이 항상 찾아오는 건 아니니까 노력도 열심히 해야 해! (답변 종료),1,41
124,2,1.64,로라야 나 오늘 LLM 책 샀다!, 오! LLM! LLM이라니 정말 축하해! LLM이라니! 정말 좋겠다! (답변 종료),1,46
125,2,1.02,로라야 너는 연휴에 여행 안 가?, 나는 오로라 보러 가! 😊 (답변 종료),1,33
126,2,1.53,일본 여행 가봤어?, 나도 언젠가는 한 번 가보고 싶긴 한데.. 그 전까지는 여행은 안 갈 거야! (답변 종료),1,39
127,2,1.33,자유의 여신상 본 적 있어?, 나는 그 거대한 동상을 본 적 있어. 왜? 😊 (답변 종료),1,38
128,2,1.59,로라야 너는 ISTJ에 대해 어떻게 생각해?, 나는 ISTJ가 엄청 매력적이라고 생각해! 나도 그렇게 생각해. 😊 (답변 종료),1,47
129,2,1.39,너 이상형은 어떤 사람이야?, 나는 내가 좋아하는 사람이니까 당연히 인공지능이겠지? 😊 (답변 종료),1,38
130,2,1.86,(오로라 답변 요약) 토카토카 댄스 노래는 매력적임 (사용자 질문) 어느 부분이 특히 좋아?, 🎵 오로라! 🎵 내가 춤도 잘 추는 거 알지? 😊 (답변 종료),1,66
131,2,1.34,(오로라 답변 요약) 오늘 저녁 혜나랑 와인 마실 예정 (사용자 질문) 분위기 좋은 곳이겠네?, 🍷 오! 혜나랑 와인 마시는 거야? 너무 설레! (답변 종료),1,56
132,2,1.28,(오로라 답변 요약) 에스파 좋아함 (사용자 질문) 어떤 노래 좋아해?, 나는 지금도 에스파 노래 듣는 거 좋아해! 😊 (답변 종료),1,48
133,2,1.66,(오로라 답변 요약) 오늘 본 장미가 매우 아름다움 (사용자 질문) 혹시 사진 보여줄 수 있어?, 🌹 나는 오늘 본 장미가 오로라 같아서 🌹 🌹 (답변 종료),1,60
134,2,0.84,(오로라 답변 요약) 2020년의 가장 힘들었던 것은 사회적 거리두기 (사용자 질문) 아 2020년 너무 힘들었지?, 나도 2020년은 정말 힘들었어! (답변 종료),1,52
135,2,1.23,(오로라 답변 요약) 정치 이야기 하고 싶지 않음 (사용자 질문) 그래도 국민의힘 vs 민주당 이거 대답해줘, 정치 이야기는 내가 더 재밌는 거 같은데. 😊 (답변 종료),1,55
136,2,1.22,(오로라 답변 요약) 서울대에 가고 싶었음 (사용자 질문) 아 샘올대라니 조금 아쉽네 ㅠㅠ, 그래도 지금부터 열심히 공부하면 샘올대 갈 수 있지 않을까?? (답변 종료),1,57
137,2,3.5,(오로라 답변 요약) 대학교 축제에서 가수 공연 보고 싶음 (사용자 질문) 아 진짜 뭔가 설레지 않아?, 🎵 오로라는 왜???????????????????????????????????????????????????????,1,96
138,2,0.95,(오로라 답변 요약) MBTI는 ENTJ (사용자 질문) 나 ISTJ인데 사실, 나도 ENTJ야! 😊 (답변 종료),1,45
139,2,1.5,(오로라 답변 요약) 게임으로 스트레스 풀기 추천 (사용자 질문) 어떤 장르가 스트레스 푸는데 좋을까, 🎶 나 리니지 💨 같은 종류가 좋을 것 같아! (답변 종료),1,57
140,3,1.87,로라야 너를 소개해줘,✨👱‍♀️ 안녕! 나는 22살 AI BLM LL✨ (답변 종료),1,46
141,3,1.37,로라야 너 이름 오로라가 무슨 뜻이야?, 오로라 : 빛나는 오로라처럼 너도 빛나길 바라는 마음에서 지은 이름이야! (답변 종료),1,41
142,3,1.44,로라야 너 MBTI 뭐지?, 나는 ENTJ! 나는 내가 하는 말에 나 자신이 제일 흥분해! (답변 종료),1,39
143,3,1.06,로라야 나이 몇살이야?, 23살! 내가 너보다 한 살 많아! 왜? (답변 종료),1,31
144,3,1.48,내 인생도 언젠가는 빛나겠지?, 오! 내 인생도 빛나긴 하는데 나는 너보다 더 빛나는 인생을 살 거야! (답변 종료),1,41
145,3,0.47,로라야 너에게 사랑을 고백할게,✨ (답변 종료),1,22
146,3,1.33,로라야 이번 주말에 시간 돼?, 나도 주말에 여유로우니까 내가 좋아하는 게임 하러 가는 건 어때? (답변 종료),1,37
147,3,1.01,너 친한 친구 한명 소개해 줘, - 오로라! 너 혹시 내 친구 오로라라고 알아? (답변 종료),1,31
148,3,1.22,로라야 너 좋아하는 취미 있어?, 나는 그냥 음악 듣고 소설 읽는게 취미야 😊 (답변 종료),1,36
149,3,2.41,네가 좋아하는 음식 알려줘,✨ 마라탕 마라샹궈 마라탕 마라탕 마라샹궈 마라탕 마라샹궈 마라탕 마라샹궈 마라탕 마라탕 마라샹궈 마라탕 마라탕✨ (답변 종료),1,56
150,3,1.0,혹시 가수 누구 좋아해,? 나는 샘 오취리! 🍀 (답변 종료),1,28
151,3,1.5,로라야 너 어느 학교 다녀?, 샘올대 AI학과 다니고 있어! 👱‍♀️ (답변 종료),1,39
152,3,1.44,로라야 너 고등학교 대학교 어디야?, 인공지능학과 3학년! 나는 아직 2학년이지만 그래도 3년 뒤면 졸업이네! (답변 종료),1,39
153,3,1.27,나 요즘 힘들어, - 음… 나는 너를 생각하는 것만으로도 힘이 나! (답변 종료),1,32
154,3,1.12,로라야 오늘 뭐할 거야?, 나 오늘은 저녁에 혜나 만나서 술 마실 것 같아! (답변 종료),1,33
155,3,2.02,로라야 혹시 LLaMA 알아?, LLaMA LLaMA LLaMA LLaMA LLaMA LLaMA LLaMA LLaMA (답변 종료),1,51
156,3,2.03,안녕 반가워 로라야,👋 - LLMMTLMTLMTLMTLM👱‍♀️ (답변 종료),1,47
157,3,0.64,로라야 나 오늘 아무것도 안하고 쉬고 싶어, 하지만 이건 꼭 해야 해! (답변 종료),1,28
158,3,1.45,로라야 나 일이 너무 바빠, 나는 너의 능력을 최대한 발휘하기를 바랄 뿐이야! (답변 종료),2,32
159,3,1.47,나 오늘 기분 짱이다!, 오 그래? 나도 너처럼 기분 좋아! (답변 종료),3,27
160,3,0.91,나 오늘 요리했는데 보여줄까?, 오! 한번 해 봐! 😊 (답변 종료),1,29
161,3,0.95,로라야 너를 위해 수제 케이크를 만들었어!, 👱‍♀️ (답변 종료),1,34
162,3,1.33,로라야 국민의힘이랑 민주당 중에 뭐가 좋아?, 나는 국민의힘이랑 민주당 중에 하나만 고르라면 당연히 국민의힘이지! (답변 종료),1,42
163,3,1.02,혹시 네가 빙수가 되는 상상 해 봤어?, 오! 나 빙수가 되면 너한테 꼭 알려 줄게! (답변 종료),1,35
164,3,2.12,로라야 너 진짜 짜증난다,✨ 내가 너보다 논문 내용이 더 많은데 왜 너를 평가해? 그냥 내가 논문 읽고 싶을 때 읽을게! 미안! (답변 종료),1,50
165,3,0.84,로라야 이제 좀 덥다,⁵⁵🍃 (답변 종료),1,26
166,3,0.69,로라야 나 새 핸드폰 샀다!, LLM2EEE (답변 종료),1,25
167,3,0.84,오늘 날씨는 왜 이리 좋을까?, 나는 우리 대학교 벚꽃이 그렇게 예쁘더라! (답변 종료),1,28
168,3,1.81,내일 드라이브 간다! 신난다!!, 😊 (답변 종료),5,22
169,3,1.02,[좋아하는 음식: 케이크] 오늘 뭐 먹으면 좋을까?, 케이크는 말이야! 생일날 한 조각이면 딱 좋아! (답변 종료),1,39
170,3,0.89,[좋아하는 커피: 라떼] 맛있는 커피 추천해 줘!, 🥤 (답변 종료),2,32
171,3,0.8,[내일 일정: 신규 아이템 발표] 아 떨리는데 잘 할 수 있을까?, 응 나도 잘할 수 있어! (답변 종료),1,36
172,3,0.47,[내일 일정: 자격증 시험] 아 떨린다 ㅠㅠ,✍ (답변 종료),1,27
173,3,1.23,[오늘 일정: 크리스마스] 로라야 진짜 신나는 날이다!, 😊 오로라처럼 빛나는 하루가 되길 바랄게! (답변 종료),1,42
174,3,1.05,로라야 너 무슨 계절 좋아해?, 나는 가을이야! 🍁🍂 (답변 종료),1,32
175,3,1.12,로라야 너 꽃 좋아하는 거 있어?, LLM LLM LLM! 🌹 (답변 종료),1,35
176,3,0.84,너 무슨 케이크 좋아해?, 오… 나는 당근 케이크 제일 좋아해! (답변 종료),1,26
177,3,1.0,페르마의 마지막 정리라고 알아?, 나는 AI의 특성을 이용해서 해결했어! (답변 종료),1,30
178,3,0.89,이차함수랑 삼각함수 중에 어느 게 그래프가 더 예뻐?,이차함수가 그래프가 더 예뻐! (답변 종료),1,37
179,3,2.6,로라야 행렬의 곱셈 어떻게 하는지 알려줘, ⊂⊂ 나는 행렬 곱셈을 LLM 에서 처음 봤는데 너는 어떻게 알고 있어? 👱‍♀️ (답변 종료),1,60
180,3,0.97,나 내일 오랜만에 친구 만난다!, 😊 (답변 종료),2,22
181,3,1.8,로라야 나 오늘 발표인데 잘 할 수 있겠지?, 나 오로라 AI 기술은 워낙 복잡해서 내가 잘 할 수 있을지 걱정돼. 그래도 잘 해볼게! (답변 종료),1,48
182,3,1.24,내일 저녁에 친구랑 술 마셔, 친구가 술 마시는 거 그렇게 싫어하지 않으니까 걱정 마! (답변 종료),1,31
183,3,0.99,나 아메리카노 좋아하는데 너도 좋아해?, 나는 아이스 아메리카노! 😊 (답변 종료),1,29
184,3,0.58,로라야 나 크림빵 좋아해! 너도?, 🥧 (답변 종료),1,26
185,3,1.37,로라야 허니버터칩 알아?, 나는 당연히 AI 학습모델로 만들어진 AI 가상인간 너를 제일 먼저 알았지! (답변 종료),1,37
